#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_008261.1	563631	564848	+	29572401	-	CPF_RS02380	WP_011590212.1	405	hypothetical protein
chr	NC_008261.1	564848	565999	+	29572400	-	CPF_RS02385	WP_011590213.1	383	hypothetical protein
chr	NC_008261.1	565971	567206	+	29572399	-	CPF_RS02390	WP_080503682.1	411	hypothetical protein
chr	NC_008261.1	567223	568551	+	29572398	-	CPF_RS02395	WP_011590215.1	442	group 1 glycosyl transferase
chr	NC_008261.1	568563	569444	+	29572397	-	CPF_RS02400	WP_011590216.1	293	glucose-1-phosphate thymidylyltransferase
chr	NC_008261.1	569550	570119	+	29572396	-	CPF_RS02405	WP_003460494.1	189	dTDP-4-dehydrorhamnose 3,5-epimerase
chr	NC_008261.1	570133	571017	+	29572395	-	CPF_RS02410	WP_011009934.1	294	dTDP-4-dehydrorhamnose reductase
chr	NC_008261.1	571045	572094	+	29572394	-	CPF_RS02415	WP_011590217.1	349	dTDP-glucose 4,6-dehydratase
chr	NC_008261.1	572270	573190	+	29572393	-	CPF_RS02420	WP_011590218.1	306	UTP--glucose-1-phosphate uridylyltransferase
chr	NC_008261.1	573555	574202	+	29572392	-	CPF_RS02425	WP_011590219.1	215	RNA polymerase sigma factor
chr	NC_008261.1	574617	576845	+	29572391	-	CPF_RS02430	WP_011590220.1	742	hypothetical protein
chr	NC_008261.1	576923	577939	+	29572390	-	CPF_RS02435	WP_011590221.1	338	UDP-glucose 4-epimerase GalE
chr	NC_008261.1	578221	579165	+	29572389	-	CPF_RS02440	WP_003455278.1	314	UTP--glucose-1-phosphate uridylyltransferase
chr	NC_008261.1	580766	585439	+	29572386	-	CPF_RS02455	WP_011590223.1	1557	cell wall-binding protein
chr	NC_008261.1	585866	588070	+	29572385	-	CPF_RS02460	WP_011590224.1	734	alpha-galactosidase
chr	NC_008261.1	588204	588953	-	29572384	-	CPF_RS02465	WP_003455633.1	249	SrtB family sortase
chr	NC_008261.1	589192	589716	+	29572382	-	CPF_RS02470	WP_011590225.1	174	signal peptidase I
chr	NC_008261.1	589770	590405	+	29572381	-	CPF_RS02475	WP_011590226.1	211	hypothetical protein
chr	NC_008261.1	590453	591151	+	29572380	-	CPF_RS02480	WP_011590227.1	232	hypothetical protein
chr	NC_008261.1	591175	591882	+	29572379	-	CPF_RS02485	WP_011590228.1	235	hypothetical protein
chr	NC_008261.1	591902	593644	+	29572377	-	CPF_RS02490	WP_011590229.1	580	VWA domain-containing protein
chr	NC_008261.1	593925	594641	+	29572376	-	CPF_RS02495	WP_011590230.1	238	DNA-binding response regulator
chr	NC_008261.1	594646	595941	+	29572375	-	CPF_RS02500	WP_011590231.1	431	GHKL domain-containing protein
chr	NC_008261.1	596119	596925	+	29572374	-	CPF_RS02505	WP_011590232.1	268	SGNH/GDSL hydrolase family protein
chr	NC_008261.1	597293	597736	+	29572373	-	CPF_RS02510	WP_003449981.1	147	PTS L-Ascorbate family, IIA component
chr	NC_008261.1	597914	598186	+	29572372	-	CPF_RS02515	WP_003455220.1	90	PTS ascorbate transporter subunit IIB
chr	NC_008261.1	598227	599498	+	29572371	-	CPF_RS02520	WP_003455659.1	423	PTS ascorbate transporter subunit IIC
chr	NC_008261.1	599856	600650	+	29572370	-	CPF_RS02525	WP_011590233.1	264	Cof-type HAD-IIB family hydrolase
chr	NC_008261.1	600784	601230	-	29572369	-	CPF_RS02530	WP_003478780.1	148	MarR family transcriptional regulator
chr	NC_008261.1	601555	603852	+	29572368	-	CPF_RS02535	WP_011590234.1	765	ABC transporter ATP-binding protein
chr	NC_008261.1	603845	605701	+	29572367	-	CPF_RS02540	WP_011590235.1	618	ABC transporter ATP-binding protein
chr	NC_008261.1	606198	607079	+	29572366	-	CPF_RS02545	WP_003478774.1	293	hypothetical protein
chr	NC_008261.1	607334	608383	+	29572365	-	CPF_RS02550	WP_003449992.1	349	malate permease
chr	NC_008261.1	608710	609708	+	29572364	-	CPF_RS02555	WP_011009879.1	332	lactate dehydrogenase
chr	NC_008261.1	610004	611554	+	29572363	-	CPF_RS02560	WP_011590236.1	516	sensor histidine kinase
chr	NC_008261.1	611554	612222	+	29572362	-	CPF_RS02565	WP_003471331.1	222	response regulator
chr	NC_008261.1	612303	612482	+	29572361	-	CPF_RS02570	WP_003450214.1	59	hypothetical protein
chr	NC_008261.1	612640	613170	+	29572360	-	CPF_RS02575	WP_003461219.1	176	hypothetical protein
chr	NC_008261.1	614301	614942	+	29572359	-	CPF_RS02580	WP_011590238.1	213	membrane protein
chr	NC_008261.1	615154	615567	+	29572358	-	CPF_RS02585	WP_003471360.1	137	hypothetical protein
chr	NC_008261.1	615878	616993	+	29572357	-	CPF_RS02590	WP_003474476.1	371	NAD-dependent alcohol dehydrogenase
chr	NC_008261.1	617002	617190	+	29572356	-	CPF_RS02595	WP_003449870.1	62	hypothetical protein
chr	NC_008261.1	617226	617906	+	29572355	-	CPF_RS02600	WP_003449949.1	226	potassium transporter TrkA
chr	NC_008261.1	618021	618473	-	29572354	-	CPF_RS02605	WP_003455298.1	150	MarR family transcriptional regulator
chr	NC_008261.1	618727	619860	+	29572353	-	CPF_RS02610	WP_003478759.1	377	AI-2E family transporter
chr	NC_008261.1	620264	621655	+	29572352	-	CPF_RS02615	WP_003450292.1	463	MFS transporter
chr	NC_008261.1	621817	622032	-	29572351	-	CPF_RS02620	WP_003449914.1	71	hypothetical protein
chr	NC_008261.1	622046	622276	-	29572350	-	CPF_RS02625	WP_003450005.1	76	hypothetical protein
chr	NC_008261.1	622525	624075	+	29572349	-	CPF_RS02630	WP_011590240.1	516	ferredoxin--nitrite reductase
chr	NC_008261.1	624388	625203	+	29572348	-	CPF_RS02635	WP_011009885.1	271	S-adenosylmethionine decarboxylase proenzyme
chr	NC_008261.1	625221	626675	+	29572347	-	CPF_RS02640	WP_003461164.1	484	arginine decarboxylase
chr	NC_008261.1	626690	627541	+	29572346	-	CPF_RS02645	WP_003455287.1	283	polyamine aminopropyltransferase
chr	NC_008261.1	627528	628385	+	29572345	-	CPF_RS02650	WP_003455394.1	285	agmatinase
chr	NC_008261.1	628699	628962	-	29572344	-	CPF_RS02655	WP_003450079.1	87	DUF1294 domain-containing protein
chr	NC_008261.1	629171	632692	+	29572343	-	CPF_RS02660	WP_011590241.1	1173	exo-alpha-sialidase
chr	NC_008261.1	632838	633479	+	29572342	-	CPF_RS02665	WP_011009887.1	213	hypothetical protein
chr	NC_008261.1	633592	636261	-	29572341	-	CPF_RS02670	WP_011590242.1	889	copper-translocating P-type ATPase
chr	NC_008261.1	636155	636403	+	31474552	-	CPF_RS14725	WP_003471276.1	82	hypothetical protein
chr	NC_008261.1	636553	637209	+	29572340	-	CPF_RS02675	WP_003455358.1	218	FMN-dependent NADH-azoreductase 1
chr	NC_008261.1	638514	639650	+	29572339	-	CPF_RS02680	WP_003461046.1	378	proline/glycine betaine ABC transporter ATP-binding protein
chr	NC_008261.1	639643	641196	+	29572338	-	CPF_RS02685	WP_011590244.1	517	ABC transporter permease
chr	NC_008261.1	641455	642030	+	29572337	-	CPF_RS02690	WP_003471190.1	191	DNA-directed RNA polymerase sigma-70 factor
chr	NC_008261.1	642023	643114	+	29572336	-	CPF_RS02695	WP_003471460.1	363	DUF4179 domain-containing protein
chr	NC_008261.1	643462	644883	+	29572335	-	CPF_RS02700	WP_003471351.1	473	PTS maltose transporter subunit IIBC
chr	NC_008261.1	645087	646754	+	29572334	-	CPF_RS02705	WP_011590246.1	555	alpha,alpha-phosphotrehalase
chr	NC_008261.1	647019	647726	+	29572333	-	CPF_RS02710	WP_003471465.1	235	trehalose operon repressor
chr	NC_008261.1	648176	650362	-	29572332	-	CPF_RS02715	WP_003471431.1	728	stage V sporulation protein D
chr	NC_008261.1	650709	651377	+	29572331	-	CPF_RS02720	WP_003471344.1	222	N-acetylmuramoyl-L-alanine amidase
chr	NC_008261.1	651951	653048	+	29572330	-	CPF_RS02725	WP_003471179.1	365	riboflavin biosynthesis protein RibD
chr	NC_008261.1	653070	653723	+	29572328	-	CPF_RS02730	WP_003471205.1	217	riboflavin synthase
chr	NC_008261.1	653875	655074	+	29572327	-	CPF_RS02735	WP_011590250.1	399	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
chr	NC_008261.1	655201	655662	+	29572326	-	CPF_RS02740	WP_003471176.1	153	6,7-dimethyl-8-ribityllumazine synthase
chr	NC_008261.1	655789	656781	-	29572325	-	CPF_RS02745	WP_011590251.1	330	cell wall-binding protein
chr	NC_008261.1	656885	657292	-	29572324	-	CPF_RS02750	WP_003457667.1	135	hypothetical protein
chr	NC_008261.1	657691	657939	+	29572323	-	CPF_RS02755	WP_003457734.1	82	hypothetical protein
chr	NC_008261.1	658230	660434	+	29572322	-	CPF_RS02760	WP_011590252.1	734	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
chr	NC_008261.1	660619	662370	+	29572321	-	CPF_RS02765	WP_011590253.1	583	two-component sensor histidine kinase
chr	NC_008261.1	662383	663972	+	29572320	-	CPF_RS02770	WP_011590254.1	529	DNA-binding response regulator
chr	NC_008261.1	664125	665510	+	29572319	-	CPF_RS02775	WP_011590255.1	461	carbohydrate ABC transporter substrate-binding protein
chr	NC_008261.1	665589	666515	+	29572318	-	CPF_RS02780	WP_011590256.1	308	sugar ABC transporter permease
chr	NC_008261.1	666517	667398	+	29572317	-	CPF_RS02785	WP_003449831.1	293	carbohydrate ABC transporter permease
chr	NC_008261.1	667634	668329	+	29572316	-	CPF_RS02790	WP_003450082.1	231	TVP38/TMEM64 family protein
chr	NC_008261.1	668319	669431	+	29572315	-	CPF_RS02795	WP_003471256.1	370	(Fe-S)-binding protein
chr	NC_008261.1	669595	670182	+	29572314	-	CPF_RS02800	WP_003457789.1	195	CDP-alcohol phosphatidyltransferase family protein
chr	NC_008261.1	670467	671099	+	29572313	-	CPF_RS02805	WP_003450071.1	210	DUF47 domain-containing protein
chr	NC_008261.1	671092	672090	+	29572312	-	CPF_RS02810	WP_003450180.1	332	inorganic phosphate transporter
chr	NC_008261.1	672372	674264	-	29572311	-	CPF_RS02815	WP_011590257.1	630	PTS fructose transporter subunit IIC
chr	NC_008261.1	674268	675188	-	29572310	-	CPF_RS02820	WP_011590258.1	306	1-phosphofructokinase
chr	NC_008261.1	675188	675934	-	29572309	-	CPF_RS02825	WP_003465612.1	248	DeoR/GlpR transcriptional regulator
chr	NC_008261.1	676225	676677	+	29572308	-	CPF_RS02830	WP_011590259.1	150	hypothetical protein
chr	NC_008261.1	676728	677828	-	29572307	-	CPF_RS02835	WP_011590260.1	366	AI-2E family transporter
chr	NC_008261.1	678086	678745	+	29572306	-	CPF_RS02840	WP_041702615.1	219	cysteine hydrolase
chr	NC_008261.1	679123	680436	+	29572305	-	CPF_RS02845	WP_003480303.1	437	voltage-gated chloride channel protein
chr	NC_008261.1	680740	681663	+	29572304	-	CPF_RS02850	WP_011590262.1	307	glutaminase A
chr	NC_008261.1	681964	682686	+	29572303	-	CPF_RS02855	WP_003480305.1	240	magnesium transporter
chr	NC_008261.1	688429	689121	+	29572298	-	CPF_RS02880	WP_003460225.1	230	DNA/RNA nuclease SfsA
chr	NC_008261.1	689535	690074	+	29572297	-	CPF_RS02885	WP_003460223.1	179	NUDIX domain-containing protein
chr	NC_008261.1	690485	691780	+	29572296	-	CPF_RS02890	WP_003460208.1	431	diaminopimelate decarboxylase
chr	NC_008261.1	692237	692455	+	29572295	-	CPF_RS02895	WP_003460209.1	72	DUF3006 domain-containing protein
chr	NC_008261.1	692458	692988	+	29572294	-	CPF_RS02900	WP_003460206.1	176	signal peptidase I
chr	NC_008261.1	693013	695166	+	29572293	-	CPF_RS02905	WP_011590264.1	717	ATP-dependent zinc metalloprotease FtsH
chr	NC_008261.1	695386	697506	+	29572292	-	CPF_RS02910	WP_011590265.1	706	ATP-dependent DNA helicase
chr	NC_008261.1	697962	698798	+	29572291	-	CPF_RS02915	WP_011590266.1	278	amino acid ABC transporter
chr	NC_008261.1	698829	699500	+	29572290	-	CPF_RS02920	WP_011590267.1	223	amino acid ABC transporter permease
chr	NC_008261.1	699497	700219	+	29572289	glnQ	CPF_RS02925	WP_011009923.1	240	amino acid ABC transporter ATP-binding protein
chr	NC_008261.1	700437	702245	+	29572288	-	CPF_RS02930	WP_003460224.1	602	LTA synthase family protein
chr	NC_008261.1	702497	704341	+	29572287	-	CPF_RS02935	WP_011590268.1	614	LTA synthase family protein
chr	NC_008261.1	704443	705624	-	29572286	-	CPF_RS02940	WP_011590269.1	393	cation transporter
chr	NC_008261.1	705867	707528	+	29572285	-	CPF_RS02945	WP_011590270.1	553	enterotoxin
chr	NC_008261.1	707670	708965	+	29572284	-	CPF_RS02950	WP_011590271.1	431	M18 family aminopeptidase
chr	NC_008261.1	709058	709252	-	29572283	-	CPF_RS02955	WP_003448762.1	64	hypothetical protein
chr	NC_008261.1	709644	710483	+	29572282	-	CPF_RS02960	WP_003460189.1	279	Cof-type HAD-IIB family hydrolase
chr	NC_008261.1	710691	714020	-	29572281	-	CPF_RS02965	WP_011590272.1	1109	MMPL family transporter
chr	NC_008261.1	714281	715876	-	29572280	-	CPF_RS02970	WP_003448736.1	531	peptide chain release factor 3
chr	NC_008261.1	716090	716695	-	29572279	-	CPF_RS02975	WP_003448743.1	201	hypothetical protein
chr	NC_008261.1	717071	717871	+	29572278	-	CPF_RS02980	WP_003460506.1	266	Cof-type HAD-IIB family hydrolase
chr	NC_008261.1	717912	718574	+	29572277	-	CPF_RS02985	WP_003476898.1	220	sugar transferase
chr	NC_008261.1	718575	719489	+	29572276	-	CPF_RS02990	WP_003460502.1	304	rhamnosyltransferase
chr	NC_008261.1	719512	720393	+	29572275	-	CPF_RS02995	WP_011009932.1	293	glucose-1-phosphate thymidylyltransferase
chr	NC_008261.1	720499	721068	+	29572274	-	CPF_RS03000	WP_003460494.1	189	dTDP-4-dehydrorhamnose 3,5-epimerase
chr	NC_008261.1	721082	721966	+	29572273	-	CPF_RS03005	WP_011009934.1	294	dTDP-4-dehydrorhamnose reductase
chr	NC_008261.1	721994	723043	+	29572272	-	CPF_RS03010	WP_003460529.1	349	dTDP-glucose 4,6-dehydratase
chr	NC_008261.1	723068	724282	+	29572271	-	CPF_RS03015	WP_003448723.1	404	O-antigen ligase domain-containing protein
chr	NC_008261.1	724279	725127	+	29572270	-	CPF_RS03020	WP_003460503.1	282	glycosyltransferase family 2 protein
chr	NC_008261.1	725221	725961	+	29572269	-	CPF_RS03025	WP_003448712.1	246	hypothetical protein
chr	NC_008261.1	725970	727421	+	29572268	-	CPF_RS03030	WP_011590273.1	483	flippase
chr	NC_008261.1	727443	729866	+	29572267	-	CPF_RS03035	WP_003460505.1	807	cell wall-binding protein
chr	NC_008261.1	729995	731647	+	29572266	-	CPF_RS03040	WP_003460499.1	550	cell wall-binding protein
chr	NC_008261.1	731849	733213	+	29572265	-	CPF_RS03045	WP_011590274.1	454	cell wall-binding protein
chr	NC_008261.1	733418	735286	+	29572264	-	CPF_RS03050	WP_011590275.1	622	choline kinase
chr	NC_008261.1	735312	736280	+	29572263	-	CPF_RS03055	WP_011590276.1	322	EamA/RhaT family transporter
chr	NC_008261.1	736427	737110	+	29572262	-	CPF_RS03060	WP_011009940.1	227	lic-1 operon protein
chr	NC_008261.1	737229	738521	-	29572261	-	CPF_RS03065	WP_011590277.1	430	cell wall-binding protein
chr	NC_008261.1	738640	739650	-	29572260	-	CPF_RS03070	WP_003453510.1	336	LytR family transcriptional regulator
chr	NC_008261.1	739939	741213	-	29572259	-	CPF_RS03075	WP_003453506.1	424	branched-chain amino acid transport system II carrier protein
chr	NC_008261.1	741966	742964	+	29572258	-	CPF_RS03080	WP_003476922.1	332	tryptophan--tRNA ligase
chr	NC_008261.1	743378	743917	+	29572257	-	CPF_RS03085	WP_011590279.1	179	hypothetical protein
chr	NC_008261.1	744000	745112	+	29572256	-	CPF_RS03090	WP_011590280.1	370	anaerobic sulfatase maturase
chr	NC_008261.1	745323	746153	+	29572255	-	CPF_RS03095	WP_011590281.1	276	phosphate ABC transporter substrate-binding protein
chr	NC_008261.1	746377	747195	+	29572254	-	CPF_RS03100	WP_011590282.1	272	phosphate ABC transporter substrate-binding protein
chr	NC_008261.1	747277	748164	+	29572253	-	CPF_RS03105	WP_003453504.1	295	phosphate ABC transporter permease subunit PstC
chr	NC_008261.1	748167	748991	+	29572252	-	CPF_RS03110	WP_003460575.1	274	phosphate ABC transporter, permease protein PstA
chr	NC_008261.1	749009	749770	+	29572251	-	CPF_RS03115	WP_003453508.1	253	phosphate ABC transporter ATP-binding protein
chr	NC_008261.1	749795	750448	+	29572250	-	CPF_RS03120	WP_004460437.1	217	phosphate transport system regulatory protein PhoU
chr	NC_008261.1	750608	751303	+	29572249	-	CPF_RS03125	WP_011590283.1	231	DNA-binding response regulator
chr	NC_008261.1	751474	752097	-	29572248	-	CPF_RS03130	WP_003464415.1	207	DUF3793 domain-containing protein
chr	NC_008261.1	752131	752547	-	29572247	-	CPF_RS03135	WP_003480361.1	138	flavodoxin
chr	NC_008261.1	752961	754619	-	29572246	-	CPF_RS03140	WP_003453104.1	552	glutamine--tRNA ligase
chr	NC_008261.1	754873	755028	-	29572245	-	CPF_RS03145	WP_003452998.1	51	cytochrome c551
chr	NC_008261.1	755183	756265	-	29572244	-	CPF_RS03150	WP_003452991.1	360	germination protein
chr	NC_008261.1	756367	757788	+	29572243	-	CPF_RS03155	WP_003461569.1	473	spore germination protein
chr	NC_008261.1	757763	758887	+	29572242	-	CPF_RS03160	WP_003460753.1	374	Ger(x)C family spore germination protein
chr	NC_008261.1	759081	760214	+	29572241	-	CPF_RS03165	WP_011590285.1	377	ATP-binding protein
chr	NC_008261.1	760290	760703	+	29572240	-	CPF_RS03170	WP_003453091.1	137	hypothetical protein
chr	NC_008261.1	760987	762207	+	29572239	-	CPF_RS03175	WP_011590286.1	406	tyrosine--tRNA ligase
chr	NC_008261.1	762463	763155	+	29572238	-	CPF_RS03180	WP_011590287.1	230	ser/threonine protein phosphatase
chr	NC_008261.1	763274	764065	+	29572237	-	CPF_RS03185	WP_003453085.1	263	GTP pyrophosphokinase
chr	NC_008261.1	764375	765160	+	29572236	-	CPF_RS03190	WP_011590288.1	261	hypothetical protein
chr	NC_008261.1	765278	766393	+	29572235	-	CPF_RS03195	WP_011590289.1	371	ATPase AAA
chr	NC_008261.1	766407	767744	+	29572234	-	CPF_RS03200	WP_011590290.1	445	hypothetical protein
chr	NC_008261.1	767902	769293	+	29572233	-	CPF_RS03205	WP_011009952.1	463	DUF2334 domain-containing protein
chr	NC_008261.1	769643	771136	+	29572232	-	CPF_RS03210	WP_011009953.1	497	YjjI family glycine radical enzyme
chr	NC_008261.1	771145	771966	+	29572231	-	CPF_RS03215	WP_011590292.1	273	YjjW family glycine radical enzyme activase
chr	NC_008261.1	772148	772927	-	29572230	-	CPF_RS03220	WP_003456934.1	259	DeoR/GlpR transcriptional regulator
chr	NC_008261.1	773373	774437	+	29572229	-	CPF_RS03225	WP_003457064.1	354	L-ascorbate 6-phosphate lactonase
chr	NC_008261.1	774462	774896	+	29572228	-	CPF_RS03230	WP_011590293.1	144	PTS sugar transporter subunit IIA
chr	NC_008261.1	775083	776549	+	29572227	-	CPF_RS03235	WP_003456976.1	488	PTS ascorbate transporter subunit IIC
chr	NC_008261.1	776646	776936	+	29572226	-	CPF_RS03240	WP_003457096.1	96	PTS ascorbate transporter subunit IIB
chr	NC_008261.1	777044	778078	+	29572225	-	CPF_RS03245	WP_003457100.1	344	hypothetical protein
chr	NC_008261.1	778217	778915	+	29572224	-	CPF_RS03250	WP_003456978.1	232	L-ribulose-5-phosphate 4-epimerase
chr	NC_008261.1	778934	779782	+	29572223	-	CPF_RS03255	WP_003456954.1	282	L-xylulose 5-phosphate 3-epimerase
chr	NC_008261.1	779906	780706	-	29572222	-	CPF_RS03260	WP_011590294.1	266	hypothetical protein
chr	NC_008261.1	781031	782341	-	29572221	-	CPF_RS03265	WP_011590296.1	436	carbohydrate-binding protein
chr	NC_008261.1	782631	782957	-	29572220	-	CPF_RS03270	WP_011590297.1	108	HesB-like protein
chr	NC_008261.1	783059	783403	-	29572219	-	CPF_RS03275	WP_003453095.1	114	HesB-like protein
chr	NC_008261.1	783761	784492	+	29572218	-	CPF_RS03280	WP_041702627.1	243	hypothetical protein
chr	NC_008261.1	785000	786013	+	29572217	-	CPF_RS03285	WP_003457081.1	337	hypothetical protein
chr	NC_008261.1	786159	788609	-	29572216	-	CPF_RS03290	WP_003457020.1	816	leucine--tRNA ligase
chr	NC_008261.1	789542	789721	+	29572215	-	CPF_RS03295	WP_003457032.1	59	hypothetical protein
chr	NC_008261.1	789763	791019	+	29572214	-	CPF_RS03300	WP_011590299.1	418	chloride channel protein
chr	NC_008261.1	791089	791655	-	29572213	-	CPF_RS03305	WP_003456967.1	188	NUDIX domain-containing protein
chr	NC_008261.1	791947	792309	+	29572212	-	CPF_RS03310	WP_003456924.1	120	hypothetical protein
chr	NC_008261.1	792506	793492	+	29572211	-	CPF_RS03315	WP_003457103.1	328	biotin-
chr	NC_008261.1	793649	794734	+	29572210	-	CPF_RS03320	WP_003457087.1	361	aldolase
chr	NC_008261.1	795004	795738	+	29572209	-	CPF_RS03325	WP_003456936.1	244	DUF4184 domain-containing protein
chr	NC_008261.1	795928	796233	+	29572208	-	CPF_RS03330	WP_003457108.1	101	hypothetical protein
chr	NC_008261.1	796480	797130	+	29572207	-	CPF_RS03335	WP_003457021.1	216	aminotransferase
chr	NC_008261.1	797635	798945	+	29572206	-	CPF_RS03340	WP_003456962.1	436	phosphomethylpyrimidine synthase
chr	NC_008261.1	799183	802983	+	29572205	-	CPF_RS03345	WP_011590300.1	1266	phosphoribosylformylglycinamidine synthase
chr	NC_008261.1	803294	803773	+	29572204	-	CPF_RS03350	WP_003453078.1	159	5-(carboxyamino)imidazole ribonucleotide mutase
chr	NC_008261.1	803773	804480	+	29572203	-	CPF_RS03355	WP_003456948.1	235	phosphoribosylaminoimidazolesuccinocarboxamide synthase
chr	NC_008261.1	804502	805947	+	29572202	-	CPF_RS03360	WP_011009969.1	481	amidophosphoribosyltransferase
chr	NC_008261.1	805948	806949	+	29572201	-	CPF_RS03365	WP_003468449.1	333	phosphoribosylformylglycinamidine cyclo-ligase
chr	NC_008261.1	806937	807551	+	29572200	-	CPF_RS03370	WP_003468450.1	204	phosphoribosylglycinamide formyltransferase
chr	NC_008261.1	807564	809069	+	29572199	-	CPF_RS03375	WP_011590302.1	501	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase
chr	NC_008261.1	809185	810435	+	29572198	-	CPF_RS03380	WP_011590303.1	416	phosphoribosylamine--glycine ligase
chr	NC_008261.1	811348	811710	+	29572196	-	CPF_RS03390	WP_003476972.1	120	YccF family protein
chr	NC_008261.1	812243	812785	+	29572195	-	CPF_RS03395	WP_003453016.1	180	NADH peroxidase
chr	NC_008261.1	812918	814318	-	29572194	-	CPF_RS03400	WP_011590304.1	466	argininosuccinate lyase
chr	NC_008261.1	814412	815623	-	29572193	-	CPF_RS03405	WP_011590305.1	403	argininosuccinate synthase
chr	NC_008261.1	816248	816895	+	29572192	-	CPF_RS03410	WP_011590306.1	215	transaldolase
chr	NC_008261.1	817295	822355	+	29572191	-	CPF_RS03415	WP_011590307.1	1686	hypothetical protein
chr	NC_008261.1	822827	823840	+	29572190	-	CPF_RS03420	WP_003457101.1	337	3-deoxy-7-phosphoheptulonate synthase
chr	NC_008261.1	823961	825013	+	29572189	-	CPF_RS03425	WP_011590308.1	350	3-dehydroquinate synthase
chr	NC_008261.1	825206	826480	+	29572188	-	CPF_RS03430	WP_011590309.1	424	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_008261.1	826544	827617	+	29572187	-	CPF_RS03435	WP_011590310.1	357	chorismate synthase
chr	NC_008261.1	827786	828079	+	29572186	-	CPF_RS03440	WP_011590311.1	97	chorismate mutase
chr	NC_008261.1	828901	829716	+	29572185	-	CPF_RS03445	WP_011590313.1	271	shikimate dehydrogenase (NADP+)
chr	NC_008261.1	829970	830473	+	29572184	-	CPF_RS03450	WP_003476990.1	167	shikimate kinase
chr	NC_008261.1	830540	830974	+	29572183	-	CPF_RS03455	WP_011590314.1	144	3-dehydroquinate dehydratase
chr	NC_008261.1	830995	831336	-	29572182	-	CPF_RS03460	WP_003457038.1	113	transcriptional regulator
chr	NC_008261.1	831592	832698	+	29572181	-	CPF_RS03465	WP_004459980.1	368	oxidoreductase
chr	NC_008261.1	833435	833950	+	29572180	-	CPF_RS03470	WP_011590315.1	171	hypothetical protein
chr	NC_008261.1	834077	834409	+	29572179	-	CPF_RS03475	WP_011590316.1	110	PadR family transcriptional regulator
chr	NC_008261.1	834411	835268	+	29572178	-	CPF_RS03480	WP_011590317.1	285	hypothetical protein
chr	NC_008261.1	835480	835974	+	29572177	-	CPF_RS03485	WP_011590318.1	164	hypothetical protein
chr	NC_008261.1	836142	836321	+	29572176	-	CPF_RS03490	WP_011590319.1	59	hypothetical protein
chr	NC_008261.1	836447	837337	+	29572175	-	CPF_RS03495	WP_011590320.1	296	ABC transporter
chr	NC_008261.1	837339	838550	+	29572174	-	CPF_RS03500	WP_011590321.1	403	ABC transporter permease
chr	NC_008261.1	838665	839654	+	29572173	-	CPF_RS03505	WP_003461725.1	329	choloylglycine hydrolase
chr	NC_008261.1	840440	840922	+	29572172	-	CPF_RS03510	WP_003453052.1	160	Lrp/AsnC family transcriptional regulator
chr	NC_008261.1	840919	842097	+	29572170	-	CPF_RS03515	WP_003471875.1	392	aminotransferase
chr	NC_008261.1	842212	843237	+	29572169	-	CPF_RS03520	WP_003471891.1	341	hypothetical protein
chr	NC_008261.1	843294	843758	-	29572168	-	CPF_RS03525	WP_003477004.1	154	hypothetical protein
chr	NC_008261.1	843817	844959	-	29572167	-	CPF_RS03530	WP_011590323.1	380	galactosyldiacylglycerol synthase
chr	NC_008261.1	845450	845953	+	29572166	-	CPF_RS03535	WP_011590324.1	167	N-acetyltransferase
chr	NC_008261.1	846174	846692	+	29572165	-	CPF_RS03540	WP_041702629.1	172	RNA polymerase subunit sigma-24
chr	NC_008261.1	846769	848181	+	29572164	-	CPF_RS03545	WP_011590326.1	470	DUF4179 domain-containing protein
chr	NC_008261.1	848402	849604	+	29572163	-	CPF_RS03550	WP_004458224.1	400	hypothetical protein
chr	NC_008261.1	849659	850663	+	29572162	-	CPF_RS03555	WP_003457045.1	334	capsular polysaccharide biosynthesis protein
chr	NC_008261.1	850815	851990	+	29572161	-	CPF_RS03560	WP_003453008.1	391	AI-2E family transporter
chr	NC_008261.1	852189	853028	+	29572160	-	CPF_RS03565	WP_003456958.1	279	zinc transporter ZupT
chr	NC_008261.1	853216	853980	+	29572159	-	CPF_RS03570	WP_011590328.1	254	DeoR/GlpR transcriptional regulator
chr	NC_008261.1	854099	854887	+	29572158	-	CPF_RS03575	WP_011590329.1	262	HAD family hydrolase
chr	NC_008261.1	855091	856113	+	29572157	-	CPF_RS03580	WP_011590330.1	340	spore photoproduct lyase
chr	NC_008261.1	856777	858861	+	29572156	-	CPF_RS03585	WP_011590331.1	694	exo-alpha-sialidase
chr	NC_008261.1	858909	860063	+	29572155	-	CPF_RS03590	WP_003468923.1	384	cyclically-permuted mutarotase family protein
chr	NC_008261.1	860407	861234	+	29572154	-	CPF_RS03595	WP_011590332.1	275	oxidoreductase
chr	NC_008261.1	861338	861802	+	29572153	-	CPF_RS03600	WP_011590333.1	154	N-acetyltransferase
chr	NC_008261.1	862176	862352	+	31474553	-	CPF_RS14730	WP_003452895.1	58	hypothetical protein
