#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_017448.1	1022302	1023576	+	34754853	-	FSU_RS04380	WP_012820342.1	424	saccharopine dehydrogenase
chr	NC_017448.1	1023741	1025639	+	34754854	-	FSU_RS04385	WP_012820343.1	632	MULTISPECIES: biosynthetic arginine decarboxylase
chr	NC_017448.1	1025757	1026623	+	34754855	-	FSU_RS04390	WP_012820344.1	288	glycosyltransferase family 2 protein
chr	NC_017448.1	1026644	1027327	+	34754856	-	FSU_RS04395	WP_012820345.1	227	glycosyl transferase family 2
chr	NC_017448.1	1027337	1028278	+	34754857	-	FSU_RS04400	WP_012820346.1	313	glycosyl transferase family 2
chr	NC_017448.1	1028286	1029116	+	34754858	-	FSU_RS04405	WP_012820347.1	276	NAD(+) diphosphatase
chr	NC_017448.1	1029153	1029779	-	34754859	-	FSU_RS04410	WP_012820348.1	208	hypothetical protein
chr	NC_017448.1	1029960	1030754	-	34754861	-	FSU_RS04420	WP_012820349.1	264	DUF3298 domain-containing protein
chr	NC_017448.1	1030830	1031798	-	34754862	-	FSU_RS04425	WP_012820350.1	322	haloacid dehalogenase
chr	NC_017448.1	1031804	1032448	-	34754863	-	FSU_RS04430	WP_012820351.1	214	hypothetical protein
chr	NC_017448.1	1032562	1033464	-	34754864	-	FSU_RS04435	WP_012820352.1	300	aspartoacylase
chr	NC_017448.1	1033525	1035558	+	34754865	-	FSU_RS04440	WP_012820353.1	677	sulfatase
chr	NC_017448.1	1035555	1037480	-	34754866	-	FSU_RS04445	WP_012820354.1	641	sulfatase
chr	NC_017448.1	1037490	1040099	-	34754867	-	FSU_RS04450	WP_012820355.1	869	RND transporter
chr	NC_017448.1	1040123	1042027	-	34754868	-	FSU_RS04455	WP_012820356.1	634	sulfatase
chr	NC_017448.1	1042275	1044815	+	34754869	-	FSU_RS04460	WP_012820357.1	846	DNA gyrase/topoisomerase IV subunit A
chr	NC_017448.1	1044894	1045388	-	34754870	-	FSU_RS04465	WP_041917822.1	164	hypothetical protein
chr	NC_017448.1	1045562	1046251	-	34754871	ftsE	FSU_RS04470	WP_012820359.1	229	cell division ATP-binding protein FtsE
chr	NC_017448.1	1046253	1047536	-	34754872	-	FSU_RS04475	WP_012820360.1	427	peptidyl-prolyl cis-trans isomerase
chr	NC_017448.1	1047536	1048390	-	34754873	-	FSU_RS04480	WP_012820361.1	284	hypothetical protein
chr	NC_017448.1	1048377	1052423	-	34754874	-	FSU_RS04485	WP_012820362.1	1348	DUF3418 domain-containing protein
chr	NC_017448.1	1052639	1053124	+	34754875	-	FSU_RS04490	WP_012820364.1	161	acyl-CoA thioesterase
chr	NC_017448.1	1053261	1054595	+	34754876	-	FSU_RS04495	WP_012820365.1	444	MATE family efflux transporter
chr	NC_017448.1	1054652	1055158	-	34754877	-	FSU_RS04500	WP_012820366.1	168	hypothetical protein
chr	NC_017448.1	1055339	1057507	+	34754878	dnaG	FSU_RS04505	WP_012820367.1	722	DNA primase
chr	NC_017448.1	1057540	1058289	+	34754879	sufC	FSU_RS04510	WP_012820368.1	249	MULTISPECIES: Fe-S cluster assembly ATPase SufC
chr	NC_017448.1	1058305	1059339	+	34754880	-	FSU_RS04515	WP_012820369.1	344	SufBD protein
chr	NC_017448.1	1059550	1060398	+	34754881	-	FSU_RS04520	WP_012820370.1	282	hypothetical protein
chr	NC_017448.1	1061033	1062937	-	34754882	-	FSU_RS04525	WP_012820372.1	634	sodium-independent anion transporter
chr	NC_017448.1	1063027	1063368	-	34754883	-	FSU_RS04530	WP_012820373.1	113	hypothetical protein
chr	NC_017448.1	1063371	1063961	-	34754884	-	FSU_RS04535	WP_012820374.1	196	hypothetical protein
chr	NC_017448.1	1063971	1064519	-	34754885	-	FSU_RS04540	WP_012820375.1	182	sulfurtransferase TusA family protein
chr	NC_017448.1	1064674	1066227	+	34754886	-	FSU_RS04545	WP_012820376.1	517	glycosyl transferase family 2
chr	NC_017448.1	1066319	1066597	-	34754887	-	FSU_RS04550	WP_012820377.1	92	prepilin-type cleavage/methylation domain-containing protein
chr	NC_017448.1	1066622	1066972	-	34754888	-	FSU_RS04555	WP_081440894.1	116	prepilin-type N-terminal cleavage/methylation domain-containing protein
chr	NC_017448.1	1066924	1067889	-	34754889	-	FSU_RS04560	WP_012820379.1	321	hypothetical protein
chr	NC_017448.1	1067870	1069069	-	34754890	-	FSU_RS04565	WP_012820380.1	399	hypothetical protein
chr	NC_017448.1	1069115	1070926	-	34754891	-	FSU_RS04570	WP_012820381.1	603	type II and III secretion system protein
chr	NC_017448.1	1071287	1072186	+	34754892	-	FSU_RS04575	WP_012820382.1	299	hypothetical protein
chr	NC_017448.1	1072264	1072710	+	34754893	-	FSU_RS04580	WP_012820383.1	148	hypothetical protein
chr	NC_017448.1	1072791	1074182	-	34754894	-	FSU_RS04585	WP_012820384.1	463	hypothetical protein
chr	NC_017448.1	1074200	1075090	-	34754895	-	FSU_RS04590	WP_012820385.1	296	hypothetical protein
chr	NC_017448.1	1075077	1075910	-	34754896	-	FSU_RS04595	WP_012820386.1	277	TIGR02147 family protein
chr	NC_017448.1	1076053	1076742	-	34754897	-	FSU_RS04600	WP_012820387.1	229	aspartate/glutamate racemase family protein
chr	NC_017448.1	1077259	1079103	+	34754898	-	FSU_RS04605	WP_012820389.1	614	type IIA DNA topoisomerase subunit B
chr	NC_017448.1	1079241	1080566	-	34754899	-	FSU_RS04610	WP_012820390.1	441	HlyC/CorC family transporter
chr	NC_017448.1	1080559	1081044	-	34754900	ybeY	FSU_RS04615	WP_012820391.1	161	MULTISPECIES: rRNA maturation RNase YbeY
chr	NC_017448.1	1081044	1081334	-	34754901	-	FSU_RS04620	WP_012820392.1	96	MULTISPECIES: hypothetical protein
chr	NC_017448.1	1081396	1082163	-	34754902	-	FSU_RS04625	WP_012820393.1	255	ABC transporter ATP-binding protein
chr	NC_017448.1	1082163	1083035	-	34754903	-	FSU_RS04630	WP_012820394.1	290	ABC transporter substrate-binding protein
chr	NC_017448.1	1083035	1083829	-	34754904	-	FSU_RS04635	WP_012820395.1	264	haloacid dehalogenase
chr	NC_017448.1	1083865	1084590	+	34754905	-	FSU_RS04640	WP_012820396.1	241	hypothetical protein
chr	NC_017448.1	1084630	1088454	-	34754906	-	FSU_RS04645	WP_012820397.1	1274	cell wall-binding protein
chr	NC_017448.1	1088537	1089721	-	34754907	purT	FSU_RS04650	WP_012820398.1	394	formate-dependent phosphoribosylglycinamide formyltransferase
chr	NC_017448.1	1089817	1091535	-	34754908	-	FSU_RS04655	WP_012820399.1	572	hypothetical protein
chr	NC_017448.1	1091618	1093585	-	34754909	-	FSU_RS04660	WP_012820400.1	655	hypothetical protein
chr	NC_017448.1	1093600	1096848	-	34754910	-	FSU_RS04665	WP_012820401.1	1082	hypothetical protein
chr	NC_017448.1	1096925	1098448	-	34754911	-	FSU_RS04670	WP_012820402.1	507	hypothetical protein
chr	NC_017448.1	1099082	1100755	-	34754912	-	FSU_RS04675	WP_012820404.1	557	cell division protein FtsZ
chr	NC_017448.1	1100787	1102028	-	34754913	ftsA	FSU_RS04680	WP_012820405.1	413	cell division protein FtsA
chr	NC_017448.1	1102021	1102842	-	34754914	-	FSU_RS04685	WP_012820406.1	273	peptide ABC transporter permease
chr	NC_017448.1	1102860	1104242	-	34754915	-	FSU_RS04690	WP_012820407.1	460	UDP-N-acetylmuramate--L-alanine ligase
chr	NC_017448.1	1104242	1105312	-	34754916	murG	FSU_RS04695	WP_012820408.1	356	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
chr	NC_017448.1	1105309	1106481	-	34754917	ftsW	FSU_RS04700	WP_012820409.1	390	putative lipid II flippase FtsW
chr	NC_017448.1	1106502	1107887	-	34754918	-	FSU_RS04705	WP_012820410.1	461	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
chr	NC_017448.1	1107874	1109295	-	34754919	-	FSU_RS04710	WP_012820411.1	473	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
chr	NC_017448.1	1109295	1111181	-	34754920	-	FSU_RS04715	WP_012820412.1	628	PASTA domain-containing protein
chr	NC_017448.1	1111174	1111491	-	34754921	-	FSU_RS04720	WP_012820413.1	105	hypothetical protein
chr	NC_017448.1	1111488	1112501	-	34754922	-	FSU_RS04725	WP_012820414.1	337	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
chr	NC_017448.1	1112491	1112964	-	34754923	-	FSU_RS04730	WP_012820415.1	157	MraZ family transcriptional regulator
chr	NC_017448.1	1113302	1114285	+	34754924	-	FSU_RS04735	WP_014545354.1	327	hypothetical protein
chr	NC_017448.1	1114430	1114972	+	34754925	-	FSU_RS04740	WP_014545355.1	180	TlpA family protein disulfide reductase
chr	NC_017448.1	1115341	1116231	+	34754927	metF	FSU_RS04750	WP_014545356.1	296	methylenetetrahydrofolate reductase
chr	NC_017448.1	1116364	1118634	-	34754928	-	FSU_RS04755	WP_014545357.1	756	OmpA family protein
chr	NC_017448.1	1118641	1119099	-	34754929	-	FSU_RS04760	WP_041260013.1	152	hypothetical protein
chr	NC_017448.1	1119033	1122536	-	34754930	-	FSU_RS04765	WP_015731751.1	1167	hypothetical protein
chr	NC_017448.1	1122804	1123358	+	34754931	-	FSU_RS04770	WP_014545359.1	184	MULTISPECIES: hypothetical protein
chr	NC_017448.1	1123548	1128008	-	34754932	-	FSU_RS04775	WP_015731753.1	1486	hypothetical protein
chr	NC_017448.1	1128200	1129306	+	34754933	-	FSU_RS04780	WP_014545360.1	368	MULTISPECIES: 3-phosphoserine/phosphohydroxythreonine transaminase
chr	NC_017448.1	1130046	1130381	-	34754934	-	FSU_RS04785	WP_014545361.1	111	MULTISPECIES: sporulation protein
chr	NC_017448.1	1130553	1131428	-	34754935	-	FSU_RS04790	WP_014545362.1	291	hypothetical protein
chr	NC_017448.1	1131432	1132262	-	34754936	-	FSU_RS04795	WP_014545363.1	276	hypothetical protein
chr	NC_017448.1	1132263	1133120	-	34754937	psd	FSU_RS04800	WP_014545364.1	285	phosphatidylserine decarboxylase
chr	NC_017448.1	1133196	1134032	-	34754938	-	FSU_RS04805	WP_014545365.1	278	hypothetical protein
chr	NC_017448.1	1134060	1134497	-	34754939	-	FSU_RS04810	WP_014545366.1	145	D-tyrosyl-tRNA(Tyr) deacylase
chr	NC_017448.1	1134541	1135518	-	34754940	-	FSU_RS04815	WP_014545367.1	325	asparaginase
chr	NC_017448.1	1135515	1136525	-	34754941	-	FSU_RS04820	WP_015731754.1	336	hypothetical protein
chr	NC_017448.1	1136656	1137486	+	34754942	-	FSU_RS04825	WP_015731755.1	276	MULTISPECIES: TIGR02147 family protein
chr	NC_017448.1	1137488	1139023	+	34754943	-	FSU_RS04830	WP_014545369.1	511	hypothetical protein
chr	NC_017448.1	1139347	1140696	-	34754944	-	FSU_RS04835	WP_014545370.1	449	MATE family efflux transporter
chr	NC_017448.1	1140838	1141935	+	34754945	-	FSU_RS04840	WP_014545371.1	365	MULTISPECIES: redox-regulated ATPase YchF
chr	NC_017448.1	1142064	1142651	-	34754946	-	FSU_RS04845	WP_014545372.1	195	hypothetical protein
chr	NC_017448.1	1142651	1145098	-	34754947	-	FSU_RS04850	WP_014545373.1	815	hypothetical protein
chr	NC_017448.1	1145168	1150483	-	34754948	-	FSU_RS04855	WP_014545374.1	1771	excinuclease ABC subunit UvrA
chr	NC_017448.1	1150613	1152283	-	34754949	-	FSU_RS04860	WP_014545375.1	556	hypothetical protein
chr	NC_017448.1	1152448	1153281	-	34754950	-	FSU_RS04865	WP_014545377.1	277	TIGR02147 family protein
chr	NC_017448.1	1153561	1155402	+	34754952	-	FSU_RS04875	WP_014545378.1	613	serine/threonine phosphatase
chr	NC_017448.1	1155492	1156679	+	34754953	-	FSU_RS04880	WP_014545379.1	395	hypothetical protein
chr	NC_017448.1	1156758	1158530	+	34754954	-	FSU_RS04885	WP_041917823.1	590	hypothetical protein
chr	NC_017448.1	1158656	1159249	+	34754955	-	FSU_RS04890	WP_014545380.1	197	TetR/AcrR family transcriptional regulator
chr	NC_017448.1	1159236	1159757	+	34754956	-	FSU_RS04895	WP_014545381.1	173	N-acetyltransferase
chr	NC_017448.1	1159789	1160412	+	34754957	-	FSU_RS04900	WP_014545382.1	207	chloramphenicol acetyltransferase
chr	NC_017448.1	1160478	1161707	+	34754958	-	FSU_RS04905	WP_015731760.1	409	hypothetical protein
chr	NC_017448.1	1161869	1162501	+	34754959	-	FSU_RS04910	WP_014545384.1	210	hypothetical protein
chr	NC_017448.1	1162512	1163099	+	34754960	-	FSU_RS04915	WP_014545385.1	195	hypothetical protein
chr	NC_017448.1	1163142	1163972	+	34754961	-	FSU_RS04920	WP_014545386.1	276	hypothetical protein
chr	NC_017448.1	1163983	1164453	-	34754962	-	FSU_RS04925	WP_014545387.1	156	hypothetical protein
chr	NC_017448.1	1164737	1165984	-	34754964	-	FSU_RS04935	WP_015731762.1	415	hypothetical protein
chr	NC_017448.1	1165985	1166527	-	34754965	-	FSU_RS04940	WP_014545389.1	180	hypothetical protein
chr	NC_017448.1	1166530	1167984	-	34754966	-	FSU_RS04945	WP_014545390.1	484	sigma-54-dependent Fis family transcriptional regulator
chr	NC_017448.1	1168005	1169171	-	34754967	-	FSU_RS04950	WP_015731764.1	388	serine/threonine protein kinase
chr	NC_017448.1	1169183	1169905	-	34754968	-	FSU_RS04955	WP_014545392.1	240	hypothetical protein
chr	NC_017448.1	1170129	1170560	-	34754969	-	FSU_RS04960	WP_014545393.1	143	DUF3332 domain-containing protein
chr	NC_017448.1	1170660	1171037	-	34754970	-	FSU_RS04965	WP_014545394.1	125	NUDIX domain-containing protein
chr	NC_017448.1	1171158	1172711	+	34754971	-	FSU_RS04970	WP_014545395.1	517	ABC transporter substrate-binding protein
chr	NC_017448.1	1172760	1174460	+	34754972	-	FSU_RS04975	WP_014545396.1	566	HAMP domain-containing protein
chr	NC_017448.1	1174493	1175530	+	34754973	-	FSU_RS04980	WP_014545397.1	345	tRNA dihydrouridine(20/20a) synthase DusA
chr	NC_017448.1	1175950	1176909	+	34754974	argF	FSU_RS04985	WP_014545399.1	319	ornithine carbamoyltransferase
chr	NC_017448.1	1177014	1177985	+	34754975	bioB	FSU_RS04990	WP_014545400.1	323	biotin synthase BioB
chr	NC_017448.1	1178053	1179471	-	34754976	-	FSU_RS04995	WP_014545401.1	472	lanthionine synthetase
chr	NC_017448.1	1179471	1180484	-	34754977	-	FSU_RS05000	WP_014545402.1	337	MULTISPECIES: cysteine synthase family protein
chr	NC_017448.1	1180539	1181333	-	34754978	-	FSU_RS05005	WP_014545403.1	264	NAD(P)-dependent oxidoreductase
chr	NC_017448.1	1181805	1182629	+	34754979	-	FSU_RS05010	WP_014545404.1	274	NlpC/P60 family protein
chr	NC_017448.1	1182647	1183519	+	34754980	-	FSU_RS05015	WP_015731766.1	290	prephenate dehydratase
chr	NC_017448.1	1183564	1184289	+	34754981	-	FSU_RS05020	WP_014545405.1	241	ribonuclease PH
chr	NC_017448.1	1184419	1186095	-	34754982	-	FSU_RS05025	WP_014545406.1	558	hypothetical protein
chr	NC_017448.1	1186127	1187662	-	34754983	-	FSU_RS05030	WP_014545407.1	511	hypothetical protein
chr	NC_017448.1	1187809	1189149	-	34754984	-	FSU_RS05035	WP_014545408.1	446	hypothetical protein
chr	NC_017448.1	1189130	1190008	-	34754985	-	FSU_RS05040	WP_014545409.1	292	TIGR02147 family protein
chr	NC_017448.1	1190097	1190711	-	34754986	-	FSU_RS05045	WP_014545410.1	204	imidazole glycerol phosphate synthase subunit HisH
chr	NC_017448.1	1190798	1191733	-	34754987	-	FSU_RS05050	WP_014545411.1	311	DUF3078 domain-containing protein
chr	NC_017448.1	1191788	1192306	+	34754988	-	FSU_RS05055	WP_014545412.1	172	hypothetical protein
chr	NC_017448.1	1192380	1193180	-	34754989	-	FSU_RS05060	WP_099045562.1	266	hypothetical protein
chr	NC_017448.1	1193192	1194460	-	34754990	-	FSU_RS05065	WP_014545414.1	422	argininosuccinate synthase
chr	NC_017448.1	1194645	1195661	+	34754991	-	FSU_RS05070	WP_014545415.1	338	mammalian cell entry protein
chr	NC_017448.1	1195662	1197755	+	34754992	-	FSU_RS05075	WP_014545416.1	697	ATP-dependent DNA helicase RecG
chr	NC_017448.1	1197759	1198115	-	34754993	-	FSU_RS05080	WP_015731769.1	118	hypothetical protein
chr	NC_017448.1	1198148	1199980	-	34754994	-	FSU_RS05085	WP_014545418.1	610	hypothetical protein
chr	NC_017448.1	1200478	1201077	-	34754995	-	FSU_RS05095	WP_014545419.1	199	hypothetical protein
chr	NC_017448.1	1201106	1201750	-	34754996	-	FSU_RS05100	WP_014545420.1	214	ABC transporter
chr	NC_017448.1	1201730	1202203	+	34754997	-	FSU_RS05105	WP_014545421.1	157	hypothetical protein
chr	NC_017448.1	1202347	1204041	-	34754998	-	FSU_RS05110	WP_014545422.1	564	energy-dependent translational throttle protein EttA
chr	NC_017448.1	1204096	1204317	-	34754999	-	FSU_RS05115	WP_015731772.1	73	hypothetical protein
chr	NC_017448.1	1204326	1204856	-	34755000	-	FSU_RS05120	WP_014545424.1	176	flavodoxin
chr	NC_017448.1	1205031	1205675	-	34755001	-	FSU_RS05125	WP_014545425.1	214	antibiotic acetyltransferase
chr	NC_017448.1	1205733	1207577	+	34755002	recQ	FSU_RS05130	WP_014545426.1	614	DNA helicase RecQ
chr	NC_017448.1	1207626	1208660	-	34755003	-	FSU_RS05135	WP_015731774.1	344	branched-chain amino acid aminotransferase
chr	NC_017448.1	1208890	1209228	-	34755004	-	FSU_RS05140	WP_014545428.1	112	MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin
chr	NC_017448.1	1209218	1209493	-	34755005	-	FSU_RS05145	WP_015731775.1	91	type II toxin-antitoxin system Phd/YefM family antitoxin
chr	NC_017448.1	1209593	1210597	-	34755006	-	FSU_RS05150	WP_014545429.1	334	acyltransferase
chr	NC_017448.1	1211068	1213452	+	34755007	-	FSU_RS05155	WP_014545430.1	794	HD domain-containing protein
chr	NC_017448.1	1213504	1214793	-	34755008	gltA	FSU_RS05160	WP_015731776.1	429	citrate synthase
chr	NC_017448.1	1214825	1216120	-	34755009	-	FSU_RS05165	WP_015731777.1	431	aspartate aminotransferase
chr	NC_017448.1	1216254	1218140	-	34755010	-	FSU_RS05170	WP_014545432.1	628	HD domain-containing protein
chr	NC_017448.1	1218290	1219243	-	34755011	-	FSU_RS05175	WP_014545433.1	317	hypothetical protein
chr	NC_017448.1	1219263	1220090	-	34755012	-	FSU_RS05180	WP_014545434.1	275	MULTISPECIES: TIGR02147 family protein
chr	NC_017448.1	1220169	1221347	-	34755013	-	FSU_RS05185	WP_014545435.1	392	dihydrouridine synthase
chr	NC_017448.1	1221453	1221827	+	34755014	-	FSU_RS05190	WP_014545436.1	124	MULTISPECIES: integration host factor subunit beta
chr	NC_017448.1	1221944	1222648	-	34755015	-	FSU_RS05195	WP_015731778.1	234	rRNA pseudouridine synthase
chr	NC_017448.1	1222648	1223511	-	34755016	-	FSU_RS05200	WP_041917824.1	287	hypothetical protein
chr	NC_017448.1	1223511	1224089	-	34755017	-	FSU_RS05205	WP_014545439.1	192	toluene tolerance protein
chr	NC_017448.1	1224108	1225466	-	34755018	-	FSU_RS05210	WP_015731780.1	452	TolC family protein
chr	NC_017448.1	1225525	1225734	-	34755019	-	FSU_RS05215	WP_041917825.1	69	hypothetical protein
chr	NC_017448.1	1225752	1226213	-	34755020	-	FSU_RS05220	WP_041917826.1	153	hypothetical protein
chr	NC_017448.1	1226200	1226889	-	34755021	-	FSU_RS05225	WP_014545441.1	229	hypothetical protein
chr	NC_017448.1	1226893	1228749	-	34755022	-	FSU_RS05230	WP_014545442.1	618	glycoside hydrolase
chr	NC_017448.1	1234435	1235334	-	34755028	-	FSU_RS05260	WP_015731784.1	299	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
chr	NC_017448.1	1235365	1236474	+	34755029	-	FSU_RS05265	WP_014545444.1	369	hypothetical protein
chr	NC_017448.1	1236483	1237211	+	34755030	-	FSU_RS05270	WP_014545445.1	242	pyridoxine 5\'-phosphate synthase
chr	NC_017448.1	1237208	1237960	-	34755031	truA	FSU_RS05275	WP_014545446.1	250	tRNA pseudouridine(38-40) synthase TruA
chr	NC_017448.1	1237960	1239102	-	34755032	-	FSU_RS05280	WP_014545447.1	380	hypothetical protein
chr	NC_017448.1	1239354	1241132	+	34755033	-	FSU_RS05285	WP_014545448.1	592	nuclease
chr	NC_017448.1	1241207	1243435	-	34755034	-	FSU_RS05290	WP_014545449.1	742	NADP-dependent isocitrate dehydrogenase
chr	NC_017448.1	1243493	1245100	-	34755035	-	FSU_RS05295	WP_014545450.1	535	hypothetical protein
chr	NC_017448.1	1245102	1245923	-	34755036	-	FSU_RS05300	WP_014545451.1	273	TIGR02147 family protein
chr	NC_017448.1	1246292	1248016	+	34755037	pelA	FSU_RS05305	WP_014545452.1	574	pectate lyase
chr	NC_017448.1	1248018	1250117	+	34755038	-	FSU_RS05310	WP_014545453.1	699	pectinesterase
chr	NC_017448.1	1250137	1251045	+	34755039	-	FSU_RS05315	WP_014545454.1	302	hypothetical protein
chr	NC_017448.1	1251056	1251691	+	34755040	-	FSU_RS05320	WP_014545455.1	211	hypothetical protein
chr	NC_017448.1	1251822	1252025	+	34755041	-	FSU_RS05325	WP_014545456.1	67	hypothetical protein
chr	NC_017448.1	1252488	1253681	-	34755042	-	FSU_RS05330	WP_014545457.1	397	hypothetical protein
chr	NC_017448.1	1253774	1255708	+	34755043	-	FSU_RS05335	WP_014545458.1	644	DNA mismatch repair endonuclease MutL
chr	NC_017448.1	1255670	1256836	-	34755044	-	FSU_RS05340	WP_014545459.1	388	lipid-A-disaccharide synthase
chr	NC_017448.1	1256823	1260680	-	34755045	-	FSU_RS05345	WP_014545460.1	1285	DNA polymerase III subunit alpha
chr	NC_017448.1	1260710	1261687	-	34755046	-	FSU_RS05350	WP_014545461.1	325	glycosyltransferase family 2 protein
chr	NC_017448.1	1261765	1264425	-	34755047	-	FSU_RS05355	WP_014545462.1	886	hypothetical protein
chr	NC_017448.1	1264661	1265602	+	34755048	-	FSU_RS05360	WP_014545463.1	313	TIGR00374 family protein
chr	NC_017448.1	1265672	1266310	-	34755049	-	FSU_RS05365	WP_014545464.1	212	hypothetical protein
chr	NC_017448.1	1266413	1267222	-	34755050	murI	FSU_RS05370	WP_014545465.1	269	MULTISPECIES: glutamate racemase
chr	NC_017448.1	1267206	1269440	-	34755051	-	FSU_RS05375	WP_014545466.1	744	DNA helicase UvrD
chr	NC_017448.1	1269507	1270517	-	34755052	-	FSU_RS05380	WP_014545467.1	336	TIGR00374 family protein
chr	NC_017448.1	1270514	1271659	-	34755053	-	FSU_RS05385	WP_014545468.1	381	glycosyltransferase family 1 protein
chr	NC_017448.1	1271668	1272444	-	34755054	-	FSU_RS05390	WP_014545469.1	258	class I SAM-dependent methyltransferase
chr	NC_017448.1	1272886	1273698	+	34755055	-	FSU_RS05395	WP_014545470.1	270	MULTISPECIES: RNA polymerase subunit sigma-32
chr	NC_017448.1	1274764	1277448	+	34755056	-	FSU_RS05400	WP_014545471.1	894	N-6 DNA methylase
chr	NC_017448.1	1277746	1280508	+	34755057	-	FSU_RS05405	WP_014545472.1	920	valine--tRNA ligase
chr	NC_017448.1	1280757	1282298	+	34755058	-	FSU_RS05410	WP_014545473.1	513	hypothetical protein
chr	NC_017448.1	1282316	1283944	+	34755059	-	FSU_RS05415	WP_014545474.1	542	hypothetical protein
chr	NC_017448.1	1284291	1285886	+	34755060	-	FSU_RS05420	WP_014545475.1	531	hypothetical protein
chr	NC_017448.1	1285973	1286812	-	34755061	-	FSU_RS05425	WP_015731792.1	279	hypothetical protein
chr	NC_017448.1	1286837	1288582	-	34757099	-	FSU_RS15845	WP_015731793.1	581	BspA family leucine-rich repeat surface protein
chr	NC_017448.1	1288596	1289105	-	34755062	-	FSU_RS05435	WP_014545478.1	169	hypothetical protein
chr	NC_017448.1	1289276	1290748	-	34755063	-	FSU_RS05440	WP_014545479.1	490	amidophosphoribosyltransferase
chr	NC_017448.1	1290972	1291721	+	34755064	-	FSU_RS05445	WP_014545480.1	249	MBL fold metallo-hydrolase
chr	NC_017448.1	1291799	1292962	-	34755065	-	FSU_RS05450	WP_014545481.1	387	glycosyl transferase family 1
chr	NC_017448.1	1292972	1293994	-	34755066	-	FSU_RS05455	WP_014545482.1	340	hypothetical protein
chr	NC_017448.1	1293997	1294800	-	34755067	-	FSU_RS05460	WP_014545483.1	267	glycosyl transferase
chr	NC_017448.1	1294858	1295757	+	34755068	-	FSU_RS05465	WP_014545484.1	299	glycosyl transferase family 2
chr	NC_017448.1	1295754	1297163	-	34755069	-	FSU_RS05470	WP_015731796.1	469	polysaccharide biosynthesis protein
chr	NC_017448.1	1297258	1297770	+	34755070	-	FSU_RS05475	WP_041260035.1	170	hypothetical protein
chr	NC_017448.1	1297775	1299658	+	34755071	-	FSU_RS05480	WP_014545486.1	627	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
chr	NC_017448.1	1299660	1301285	+	34755072	-	FSU_RS05485	WP_014545487.1	541	hypothetical protein
chr	NC_017448.1	1301296	1302933	-	34755073	-	FSU_RS05490	WP_014545488.1	545	DUF1957 domain-containing protein
chr	NC_017448.1	1302933	1304126	-	34755074	-	FSU_RS05495	WP_014545489.1	397	DUF4912 domain-containing protein
chr	NC_017448.1	1304150	1305394	-	34755075	-	FSU_RS05500	WP_014545490.1	414	hypothetical protein
chr	NC_017448.1	1305394	1306821	-	34755076	-	FSU_RS05505	WP_014545491.1	475	hypothetical protein
chr	NC_017448.1	1307099	1308439	+	34755077	thrC	FSU_RS05510	WP_014545492.1	446	threonine synthase
chr	NC_017448.1	1308531	1310000	-	34755078	-	FSU_RS05515	WP_015731798.1	489	insulinase family protein
chr	NC_017448.1	1310064	1312256	-	34755079	-	FSU_RS05520	WP_015731799.1	730	M6 family metalloprotease domain-containing protein
chr	NC_017448.1	1312373	1313173	-	34755080	-	FSU_RS05525	WP_015731800.1	266	sugar transporter
chr	NC_017448.1	1313217	1314599	-	34755081	trmE	FSU_RS05530	WP_014545496.1	460	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
chr	NC_017448.1	1314633	1315631	+	34755082	-	FSU_RS05535	WP_015731801.1	332	aldose 1-epimerase
chr	NC_017448.1	1315754	1318075	+	34755083	-	FSU_RS05540	WP_014545497.1	773	T9SS C-terminal target domain-containing protein
chr	NC_017448.1	1318387	1320273	+	34755084	-	FSU_RS05545	WP_015731802.1	628	T9SS C-terminal target domain-containing protein
chr	NC_017448.1	1320415	1322205	+	34755085	-	FSU_RS05550	WP_014545498.1	596	T9SS C-terminal target domain-containing protein
chr	NC_017448.1	1322330	1324231	+	34755086	-	FSU_RS05555	WP_081440895.1	633	T9SS C-terminal target domain-containing protein
chr	NC_017448.1	1324297	1326717	+	34755087	-	FSU_RS05560	WP_014545499.1	806	DUF3536 domain-containing protein
chr	NC_017448.1	1326717	1327238	+	34755088	hpt	FSU_RS05565	WP_014545500.1	173	hypoxanthine phosphoribosyltransferase
chr	NC_017448.1	1327235	1327756	+	34755089	-	FSU_RS05570	WP_014545501.1	173	hypothetical protein
chr	NC_017448.1	1327761	1328807	-	34755090	-	FSU_RS05575	WP_014545502.1	348	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
chr	NC_017448.1	1328810	1329793	-	34755091	-	FSU_RS05580	WP_014545503.1	327	WYL domain-containing protein
chr	NC_017448.1	1329814	1331061	-	34755092	-	FSU_RS05585	WP_014545504.1	415	BON domain-containing protein
